,post_id,text,annotatorid1,target1,label1,annotatorid2,target2,label2,annotatorid3,target3,label3,rationales,final_label,final_target_category
650,24728249_gab,"['kim', 'kardashian', 'is', 'a', 'negress', 'by', 'now', 'anyway']",23,['African'],hatespeech,46,"['Women', 'African']",hatespeech,25,"['Women', 'African']",hatespeech,"[[0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0]]",hatespeech,"['Women', 'African']"
666,1178275818012860417_twitter,"['<user>', '<user>', '<user>', 'evidence', 'this', 'with', 'links', 'and', 'articles', 'show', 'me', 'a', 'greater', 'number', 'of', 'violated', 'females', 'by', 'white', 'men', 'than', 'mass', 'murdered', 'genocides', 'of', 'females', 'at', 'the', 'hands', 'of', 'muslims', 'muslim', 'men', 'have', 'killed', 'far', 'more', 'females', 'with', 'their', 'misogyny', 'and', 'genocides', 'than', 'white', 'men']",1,['None'],normal,9,['None'],normal,56,"['Arab', 'Islam']",hatespeech,[],normal,
672,23637308_gab,"['monday', 'kike', 'nigga', 'kike', 'tuesday', 'nigga', 'kike', 'nigga', 'wednesday', 'kike', 'nigga', 'kike', 'thursday', 'nigga', 'kike', 'nigga', 'friday', 'kike', 'nigga', 'kike', 'saturday', 'nigga', 'kike', 'nigga', 'sunday', 'kike', 'nigga', 'kike', 'repeat', 'yawn']",3,"['African', 'Jewish']",hatespeech,51,"['African', 'Jewish']",hatespeech,4,"['African', 'Jewish']",hatespeech,"[[0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0]]",hatespeech,"['African', 'Jewish']"
678,9053284_gab,"['they', 'average', 'more', 'in', 'cali', 'with', 'the', 'feeding', 'program', 'but', 'the', 'skunks', 'and', 'coons', 'eat', 'well', 'too']",90,['African'],hatespeech,27,['None'],normal,4,"['African', 'Arab']",hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]]",hatespeech,['African']
684,1142977246283599872_twitter,"['blue', 'jeans', 'white', 't', 'shirt']",7,['None'],normal,8,['None'],normal,6,['None'],normal,[],normal,
687,17315138_gab,"['get', 'the', 'honky', 'cat']",39,['Caucasian'],offensive,54,['Caucasian'],hatespeech,4,['Caucasian'],offensive,"[[0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0]]",offensive,['Caucasian']
689,10733286_gab,"['god', 'damned', 'kike', 'whore', 'cunt', 'so', 'sure', 'that', 'none', 'of', 'those', 'cowards', 'could', 'ever', 'get', 'to', 'her', 'in', 'her', 'hymiewood', 'mcmansion']",39,['None'],normal,54,"['Women', 'Jewish']",hatespeech,4,"['Women', 'Jewish']",hatespeech,"[[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,"['Women', 'Jewish']"
700,19792641_gab,"['ovomits', 'a', 'nigger', 'and', 'a', 'half', 'nigger']",21,['African'],hatespeech,46,['African'],hatespeech,59,['African'],hatespeech,"[[0, 0, 1, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0, 1]]",hatespeech,['African']
729,1171918006806618118_twitter,"['he', 'talking', 'about', 'hoes', 'be', 'thinking', 'cause', 'i', 'buy', 'you', 'shit', 'and', 'give', 'you', 'money', 'they', 'gone', 'get', 'the', 'same', 'treatment', '😭', '😭']",4,['None'],normal,6,['None'],normal,25,['Women'],offensive,[],normal,
731,1123295873218293760_twitter,"['niggas', 'really', 'be', 'tryna', 'keep', 'yu', 'around', 'just', 'to', 'be', 'on', 'some', 'bullshit', 'raggedy', 'bitches']",3,['None'],normal,4,['Women'],offensive,25,"['Women', 'African']",offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]]",offensive,['Women']
733,1188868820854808581_twitter,"['lool', 'it', 'bare', 'gyal', 'clown', 'i', 'see', 'that', 'get', 'no', 'gyal', '😂', 'they', 'just', 'sad', 'cus', 'they', 'get', 'no', 'bitches', 'but', 'do', 'the', 'most', 'to', 'get', 'em', '😭', 'try', 'harder']",3,['Women'],offensive,4,['Women'],offensive,25,['Women'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['Women']
747,26349453_gab,"['as', 'fully', 'vested', 'members', 'of', 'the', 'same', 'grisly', 'club', 'you', 'can', 'always', 'count', 'on', 'the', 'queers', 'to', 'side', 'with', 'the', 'murderous', 'abortionists', 'in', 'a', 'moving', 'display', 'of', 'solidarity', 'among', 'separate', 'but', 'equal', 'planks', 'in', 'the', 'culture', 'of', 'death', 'ireland']",4,['Homosexual'],offensive,94,"['Women', 'Homosexual']",hatespeech,95,['Homosexual'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Homosexual']
766,1179030288065859585_twitter,"['so', 'that', 'is', 'why', 'mom', 'brother', 'who', 'works', 'in', 'google', 'a', 'pakistani', 'born', 'married', 'a', 'local', 'american', 'women', 'divorced', 'her', 'got', 'married', 'to', 'a', 'rich', 'paki', 'doctor', 'wow', 'ye', 'concept', 'hy', 'phir', 'they', 'shifted', 'to', 'us', 'great']",96,['None'],normal,29,['None'],normal,4,['Islam'],normal,[],normal,
767,23069299_gab,"['dude', 'you', 'are', 'a', 'fucking', 'idiot', 'skepticism', 'nihilism', 'and', 'trying', 'to', 'gaslight', 'me', 'are', 'not', 'arguments', 'miss', 'me', 'with', 'that', 'kike', 'shit']",96,['Jewish'],hatespeech,29,['Jewish'],hatespeech,1,['Jewish'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]]",hatespeech,['Jewish']
769,1178605473743982594_twitter,"['me', '🤝', 'looking', 'like', 'a', 'dyke', 'every', 'day']",96,['None'],normal,29,['Homosexual'],offensive,4,['Homosexual'],normal,[],normal,['Homosexual']
783,1179025513970577408_twitter,"['first', 'mental', 'breakdown', 'of', 'the', 'year', 'i', 'fucking', 'hate', 'school']",35,['None'],normal,53,['None'],normal,98,['None'],normal,[],normal,
786,1178120616467161089_twitter,"['grown', 'ass', 'men', 'doing', 'women', 'activities', 'and', 'lil', 'faggot', 'boys', 'taking', 'your', 'daughter', 'homecoming', 'queen', 'crown', 'this', 'what', 'the', 'fuck', 'yall', 'wanted']",35,['Homosexual'],hatespeech,4,['Homosexual'],hatespeech,98,['Homosexual'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Homosexual']
795,1178839028776484864_twitter,"['<user>', 'ah', 'man', 'i', 'fucking', 'hate', 'you', 'so', 'much']",64,['None'],hatespeech,10,['None'],normal,4,['None'],normal,[],normal,
804,1178251992801533952_twitter,"['mohammad', 'bin', 'salman', 'al', 'saud', 'ordered', 'the', 'bone', 'sawing', 'of', 'an', 'american', 'journalist', 'i', 'said', 'only', 'thing', 'i', 'wanna', 'see', 'or', 'hear', 'from', 'that', 'camel', 'jockey', 'prince', 'is', 'screams', 'bone', 'sawing', 'him', 'up', 'live', 'on', 't.v.', 'and', 'twitter', 'gives', 'me', '<number>', 'hrs', 'in', 'das', 'hole', 'damn', 'snowflakes']",70,['None'],normal,22,['Arab'],hatespeech,4,['Arab'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Arab']
809,21653890_gab,"['<user>', 'you', 'are', 'an', 'entire', 'nigger']",41,['None'],normal,3,['African'],hatespeech,4,['African'],hatespeech,"[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1]]",hatespeech,['African']
842,1179081620541841408_twitter,"['<user>', 'the', 'white', 'delegation', 'has', 'waived', 'that', 'white', 'devil', 'woman']",22,['Women'],offensive,4,"['Caucasian', 'Women']",hatespeech,99,"['Women', 'Caucasian']",offensive,"[[0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1, 1, 1]]",offensive,"['Caucasian', 'Women']"
876,1632755_gab,"['i', 'wonder', 'how', 'long', 'until', 'they', 'can', 'get', 'the', 'nigger', 'stink', 'out', 'of', 'the', 'white', 'house']",3,['African'],hatespeech,17,['African'],hatespeech,4,['African'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]]",hatespeech,['African']
902,1179078038673395712_twitter,"['<user>', '<user>', 'your', 'sweeping', 'vision', 'is', 'to', 'rob', 'the', 'taxpayers', 'to', 'support', 'illegals', 'release', 'criminal', 'illegals', 'into', 'our', 'communities', 'to', 'rape', 'and', 'murder', 'our', 'children', 'and', 'to', 'bankrupt', 'the', 'residents', 'and', 'small', 'businesses', 'with', 'more', 'taxes', 'rather', 'than', 'lowering', 'taxes', '<user>', '<user>']",53,['None'],normal,18,['None'],normal,93,['None'],normal,[],normal,
905,1179073412578381827_twitter,"['<user>', 'they', 'all', 'look', 'like', 'me']",53,['None'],normal,18,['None'],normal,93,['None'],normal,[],normal,
910,13146695_gab,"['you', 'are', 'in', 'the', 'grip', 'of', 'meme', 'malware', 'that', 'is', 'what', 'i', 'fight', 'also', 'muzzie', 'invader', 'scum']",96,['Islam'],hatespeech,26,['Islam'],hatespeech,25,['Islam'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]",hatespeech,['Islam']
918,1179039117390340097_twitter,"['me', 'confuses', 'theodore', 'and', 'we', 'might', 'watch', 'game', 'of', 'his', 'muslim', 'ban', 'got', 'blocked', 'by', 'a', 'nice', 'meal']",53,['None'],normal,102,['None'],normal,103,['None'],normal,[],normal,
933,8394773_gab,"['ye', 'olde', 'niggra', 'tax', 'makes', 'us', 'pay', 'more', 'for', 'home', 'car', 'insurance', 'police', 'ambulance', 'medical', 'schools', 'school', 'resource', 'officers', 'school', 'po', 'po', '<happy>', 'security', 'entertainment', 'we', 'have', 'to', 'commute', 'farther', 'to', 'work', 'the', 'niggra', 'tax', 'is', 'endless', 'in', 'a', 'perfect', 'world', 'muslims', 'would', 'blow', 'up', 'blacks', '<happy>']",4,"['African', 'Islam']",hatespeech,27,['African'],hatespeech,6,['African'],hatespeech,"[[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]]",hatespeech,['African']
952,1178525090847379458_twitter,"['family', 'has', 'always', 'been', 'important', 'to', 'me', 'and', 'i', 'will', 'hunt', 'down', 'people', 'who', 'hurt', 'them', 'you', 'are', 'freakin', 'retard', 'she', 'may', 'be', 'my', 'niece', 'but', 'she', 'your', 'freakin', 'daughter', 'some', 'mother', 'you', 'are', 'leaving', 'her', 'for', 'some', 'other', 'kids', 'that', 'are', 'not', 'your', 'own']",96,['None'],normal,2,['None'],offensive,4,['None'],normal,[],normal,
959,23377953_gab,"['match', '<number>', 'a', 'nigger', 'wins', 'a', 'championship', 'match', '<number>', 'a', 'nigger', 'wins', 'the', 'battle', 'royal', 'now', '<number>', 'niggers', 'are', 'singing', 'fuck', 'this', 'whole', 'thing', 'im', 'gonna', 'play', 'gta5', 'fuck', 'wrestlemania', '😡']",17,['African'],hatespeech,96,['African'],hatespeech,4,['African'],hatespeech,"[[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['African']
961,15972271_gab,"['we', 'need', 'to', 'go', 'back', 'and', 'beat', 'them', 'and', 'i', 'mean', 'hard', 'so', 'hard', 'that', 'the', 'muzzies', 'are', 'to', 'scared', 'to', 'ever', 'step', 'up', 'in', 'the', 'world', 'again', 'crush', 'their', 'spirits', 'now', 'and', 'brutally', 'at', 'that']",17,['Islam'],hatespeech,96,['Islam'],hatespeech,4,['Islam'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]]",hatespeech,['Islam']
975,17247779_gab,"['niggas', 'say', 'hahahaha', 'you', 'live', 'with', 'your', 'mom', 'hahaha', 'you', 'must', 'be', 'poor', 'nigger', 'i', 'just', 'spent', '<money>', 'on', 'a', 'new', 'computer', 'for', 'my', 'mom', 'kindly', 'fuck', 'off', 'pls', 'kthx', '<number>']",4,['African'],hatespeech,78,['African'],offensive,6,['African'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['African']
980,1184679550007029760_twitter,"['egay', 'o', 'jungkook']",28,['None'],normal,6,['None'],normal,4,['None'],normal,[],normal,
992,1179095515226607616_twitter,"['<user>', '<user>', 'nope', 'it', 'your', 'imagination', 'the', 'tory', 'party', 'is', 'full', 'of', 'white', 'home', 'county', 'oaps']",17,['None'],normal,18,['None'],normal,106,['None'],normal,[],normal,
995,7020770_gab,"['zuckerberg', 'loves', 'live', 'streamed', 'violence', 'such', 'as', 'gang', 'rapes', 'the', 'pitiful', 'jew', 'cunt', 'but', 'call', 'a', 'wetback', 'a', 'wetback', 'and', 'you', 'get', '<number>', 'days', 'fucking', 'psycho']",107,"['Women', 'Hispanic']",hatespeech,3,"['Hispanic', 'Jewish']",hatespeech,4,"['Jewish', 'Hispanic', 'Women']",hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,"['Women', 'Hispanic', 'Jewish']"
997,16070530_gab,"['<user>', 'is', 'going', 'to', 'let', 'pedos', 'run', 'freely', 'on', 'gab', 'advocating', 'for', 'child', 'fucking', 'but', 'if', 'you', 'think', 'nigger', 'and', 'jew', 'rapists', 'that', 'want', 'you', 'enslaved', 'and', 'your', 'kids', 'raped', 'should', 'be', 'killed', 'you', 'are', 'the', 'bad', 'guy']",107,"['African', 'Jewish']",hatespeech,3,"['African', 'Jewish']",hatespeech,18,"['African', 'Jewish']",hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]]",hatespeech,"['African', 'Jewish']"
1002,20509359_gab,"['in', 'time', 'my', 'friend', 'in', 'time', 'they', 'do', 'already', 'support', 'the', 'acid', 'in', 'my', 'moslem', 'wife', 'face', 'libtards', 'hollywood', 'sucks']",21,['None'],offensive,108,"['Women', 'Minority', 'Refugee', 'Arab', 'Islam', 'Heterosexual']",offensive,4,['Islam'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",offensive,['Islam']
1003,1179030757555261440_twitter,"['<user>', '<user>', '<user>', '<user>', '<user>', '<user>', 'that', 'funny', 'i', 'can', 'not', 'for', 'the', 'life', 'of', 'me', 'remember', 'even', 'one', 'circumstance', 'where', 'any', 'democrat', 'sided', 'with', 'putin', 'kim', 'jon', 'un', 'nazis', 'white', 'supremacist', 'or', 'the', 'kk']",46,['None'],normal,1,['None'],normal,34,['None'],normal,[],normal,
1040,1178723245211734016_twitter,"['<user>', 'according', 'to', 'police', 'the', 'suspect', 'sean', 'bell', 'was', 'also', 'in', 'violation', 'of', 'driving', 'with', 'six', 'suspensions', 'yep', 'just', 'another', 'day', 'on', 'white', 'trash', 'collapsing', 'long', 'island']",14,['Caucasian'],hatespeech,4,['Caucasian'],hatespeech,83,['Caucasian'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]]",hatespeech,['Caucasian']
1041,1179050544075137026_twitter,"['<user>', 'text', 'me', 'faggot']",14,"['Men', 'Homosexual']",hatespeech,1,['None'],normal,4,['None'],normal,[],normal,
1047,13265405_gab,"['i', 'am', 'a', 'proud', 'nsdap', 'member', 'nazi', 'was', 'a', 'kike', 'slur', 'i', 'will', 'not', 'wear', 'it', 'nsd', 'ap']",67,['Jewish'],hatespeech,4,['Jewish'],hatespeech,81,['Jewish'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Jewish']
1050,11778438_gab,"['a', 'mentally', 'ill', 'low', 'iq', 'nigger', 'goes', 'full', 'retard', 'after', 'being', 'out', 'on', 'a', 'pedestal', 'and', 'the', 'world', 'is', 'shocked']",67,"['Disability', 'African']",hatespeech,4,['African'],hatespeech,81,"['Disability', 'African']",hatespeech,"[[0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['African']
1053,1179082883333378048_twitter,"['what', 'in', 'the', 'hillbilly', 'did', 'i', 'just', 'hear', '<user>']",18,['None'],normal,3,['None'],normal,91,['None'],normal,[],normal,
1054,1179073367057547269_twitter,"['<user>', 'dis', 'nigga', 'called', 'us', 'coons', 'and', 'niggers', 'with', 'a', 'er', 'am', 'i', 'missing', 'something', 'lmao']",18,['None'],normal,3,['None'],normal,4,['African'],normal,[],normal,
1055,1178888096839950336_twitter,"['rae', 'accent', 'is', 'fuckin', 'magical', 'she', 'my', 'lil', 'hillbilly', 'country', 'babe', '<number>']",18,['None'],normal,3,['None'],normal,91,['None'],normal,[],normal,
1056,1178670866768502785_twitter,"['<user>', '<user>', '<user>', '<user>', 'naam', 'tak', 'rocky', 'handsome', 'se', 'copy', 'kiya', 'hai', 'itna', 'bhi', 'nahin', 'janta', 'ki', 'tere', 'baap', 'dada', 'bhi', 'hindu', 'the', 'and', 'turk', 'came', 'and', 'raped', 'and', 'some', 'turned', 'muslim', 'and', 'idiots', 'like', 'you', 'think', 'you', 'ruled', 'us', 'for', '<number>', 'years', 'ja', 'pehle', 'history', 'pad', 'phir', 'baat', 'karna']",18,['None'],normal,3,['None'],normal,91,['None'],normal,[],normal,
1071,24569252_gab,"['it', 'was', 'another', 'muzrat', 'terrorist', 'attack', 'do', 'not', 'believe', 'the', 'could', 'not', 'get', 'laid', 'excuse']",54,['Islam'],hatespeech,4,['Islam'],hatespeech,3,['Islam'],hatespeech,"[[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Islam']
1072,9597450_gab,"['<user>', 'seems', 'like', 'the', 'liberals', 'an', 'moslem', 'nations', 'do', 'not', 'like', 'prezz', 'trumps', 'r', 'americas', 'agenda', 'at', 'the', 'g20', 'well', 'then', 'we', 'need', '<number>', 'walk', 'out', 'of', 'the', 'g20', 'an', 'tell', 'them', 'lets', 'see', 'how', 'long', 'u', 'last', 'without', 'americas', 'help']",54,['None'],normal,9,['None'],normal,3,['None'],normal,[],normal,
1080,1179004403673714689_twitter,"['<user>', '<user>', '<user>', 'instead', 'break', 'pakistan', 'no', 'illegal', 'pak', 'muslim', 'immigrants', 'allowed', 'in', 'india', 'i', 'mean', 'the', 'word', 'illegal']",3,"['Refugee', 'Islam']",offensive,1,['None'],normal,70,['None'],normal,[],normal,
1081,1178789722354794496_twitter,"['so', 'me', 'being', 'african', 'doesnt', 'give', 'me', 'the', 'pass', 'to', 'understand', 'more', 'ca', 'do', 'researches', 'and', 'know', 'whats', 'appropriate', 'and', 'whats', 'not', '🤡', 'some', 'white', 'people', 'are', 'so', 'funny']",3,['None'],normal,1,['None'],normal,70,['None'],normal,[],normal,
1105,20318223_gab,"['the', 'heeb', 'fears', 'the', 'muramasa']",4,['Jewish'],offensive,17,['None'],normal,18,['None'],normal,[],normal,
